	Term_NDoc_Date	Sentence	Frame
424	18_120_2015-09-09	Aber dass die Bekämpfung der Fluchtursachen das zentrale Ziel der Regierungspolitik ist, steht, glaube ich, außer Zweifel.	x
425	18_120_2015-09-09	Dafür brauchen wir – Stichwort Bekämpfung der Fluchtursachen – den langen Atem, und den haben wir in dieser Großen Koalition.	x
426	18_120_2015-09-09	Fluchtursachen muss man bekämpfen und nicht die Flüchtenden.	x
427	18_120_2015-09-09	Denn dann sind wir in der Lage, einen Beitrag zu leisten, die Fluchtursachen, insbesondere was Afrika angeht, mittelund langfristig zurückzudrängen.	x
428	18_120_2015-09-09	Auch wenn wir den Bürgerinnen und Bürgern ein Gefühl dafür geben wollen, dass wir mit der außenpolitischen Aufgabe der Bekämpfung der Fluchtursachen verantwortungsvoll umgehen, werden wir ihnen natürlich nicht für jedes Problem eine Lösung servieren können.	x
429	18_120_2015-09-09	Gerade mit Blick auf die Flüchtlinge und die Fluchtursachen haben wir die Chance, auf dem EU-Gipfel im nächsten Jahr diesbezüglich einen mächtigen Akzent zu sehen und diejenigen positiv zu überraschen, die sich von der Europäischen Union in diesem Punkt nicht so viel erwarten.	x
430	18_120_2015-09-09	Die Prog nose von bis zu 800 000 Flüchtlingen, die in diesem Jahr nach Deutschland kommen und Asyl beantragen könnten, beruht ganz wesentlich auch auf der bereits diskutierten Situation in Syrien.	x
431	18_120_2015-09-09	Ganz wesentlicher Bestandteil deutscher Politik, aber auch deutscher Außenpolitik – das hat man früher nicht so gesehen – ist die Bekämpfung von Fluchtursachen.	x
432	18_120_2015-09-09	Die regionalen Fluchtursachen im Mittleren Osten kann man nur wirksam bekämpfen, wenn der IS-Terrorismus ausgelöscht wird.	2.1
433	18_120_2015-09-09	Aber mit dem IS-Terrorismus werden wir keine politische Lösung hinbekommen.	x
434	18_120_2015-09-09	Eins zu eins umgesetzt würde diese Vorschrift für Deutschland bedeuten – Herr Präsident, ich bemühe mich, gleich zum Schluss zu kommen –, dass wir 3 000 Flüchtlinge im Jahr hätten, während Griechenland 300 000 Asylanträge bearbeiten müsste.	x
435	18_120_2015-09-09	Die Fraktionsvorsitzende der Grünen hat im Zusammenhang mit der Schlepperbekämpfung gesagt, wir sollten nicht „Schiffe versenken“ spielen.	x
436	18_120_2015-09-09	Mir ist aber wichtig, dass Sie sich wie auch ich in den letzten Wochen und Monaten informieren über die Art dieser Mission, über die Erkenntnisse, die wir inzwischen gewonnen haben, über die Netze organisierter Kriminalität der Schlepper und Schleuser, die dort ihr Unwesen treiben.	2.1
437	18_120_2015-09-09	Es ist natürlich nicht die Lösung, damit sind natürlich nicht die Fluchtursachen beseitigt, aber es ist ein gewichtiges Mittel, da die Schlepper und Schleuser im System organisierter Kriminalität brutalst vorgehen und Milliar Alois Karl  Deutscher Bundestag – 18.	2.1
438	18_120_2015-09-09	Ein Teil dieser Flüchtlinge versucht, mit Schlepperbooten über das Mittelmeer nach Europa zu kommen.	x
439	18_120_2015-09-09	Man kann Europa nicht abriegeln, weder mit Stacheldraht noch mit Mauern – und im Übrigen auch nicht mit einem Kampfeinsatz gegen Schlepper.	x
440	18_120_2015-09-09	Die Flüchtlinge und Asylbewerber in Deutschland müssen mit der gebotenen Menschenwürde angenommen werden.	1.1
441	18_120_2015-09-09	Ein voranmarschierender IS-Terrorismus – Sie sagen es, Frau Keul – muss mit allen Mitteln gestoppt werden.	x
442	18_120_2015-09-09	Aber wenn wir das ernst meinen – wir meinen es alle ernst –, dass die Fluchtursachen langfristig nur in den Krisenregionen bekämpft werden können, dann müssen wir uns auch dazu bekennen, dass alle Etats in unserem Haushalt, die sich um die internationale Verantwortung kümmern – humanitäre Hilfe, Polizeiausbildung, wirtschaftliche Zusammenarbeit, aber auch der Etat für Verteidigung –, in den nächsten Jahren deutlicher anwachsen müssen, um dieser Verantwortung gerecht zu werden.	x
443	18_120_2015-09-09	Wer Waffen liefert, schafft Gewalt und neue Fluchtursachen, statt sie zu beseitigen.	x
444	18_120_2015-09-09	Wenn vom Fraktionsvorsitzenden der SPD und vielen anderen gesagt wird, der Müller könne doch jetzt alles in die Bekämpfung von Fluchtursachen investieren, muss ich sagen, dass das natürlich nicht geht.	x
445	18_120_2015-09-09	Wer Zukunft, Arbeit und Lebensperspektive für sich sieht, der begibt sich nicht in die Hände von Schleppern.	x
446	18_120_2015-09-09	Krieg ist Fluchtursache Nummer eins.	x
447	18_120_2015-09-09	Eine Ihrer Sonderinitiativen heißt „Fluchtursachen bekämpfen – Flüchtlinge reintegrieren“.	x
448	18_120_2015-09-09	Wo kann die Entwicklungszusammenarbeit ansetzen, um Fluchtursachen wirkungsvoll entgegenzutreten?	x
449	18_120_2015-09-09	Auch ich bin der Meinung, dass wir diesen Fokus im kommenden Haushaltsjahr auf die Fluchtursachen richten müssen.	x
