	Term_NDoc_Date	Sentence	Frame
176	18_110_2015-06-12	In der ersten Phase geht es erst einmal darum, sich überhaupt ein Lagebild zu machen und sich Klarheit darüber zu verschaffen, ob die zweite und die dritte Phase notwendig sind, um die Schlepperbanden wirklich effektiv zu bekämpfen.	x
177	18_110_2015-06-12	Sie haben ja gesagt, es passiert bereits auf hoher See, dass die Werkzeuge der Schlepper zerstört werden.	2.2
178	18_110_2015-06-12	Wie wollen Sie denn – aus der Luft auf einen Hafen schauend, in dem sich ein leeres Boot befindet – beurteilen, ob es ein Fischerboot ist, ob es ein Schlepperboot ist oder ob es vielleicht tagsüber ein Fischerboot und nachts ein Schlepperboot ist?	2.2
179	18_110_2015-06-12	Zunächst einmal würde ich es begrüßen, wenn Sie sich, bevor Sie hier mögliche Hindernisse benennen und Probleme formulieren, in einem ersten Schritt einmal dazu bekennen würden, dass es richtig ist, Schlepperboote, wenn sie denn als solche identifiziert werden, zu zerstören.	x
180	18_110_2015-06-12	Dieses Bekenntnis zur Bekämpfung der Schlepperkriminalität habe ich von Ihnen bisher nicht gehört, sondern Sie haben bis jetzt nur Probleme formuliert.	2
181	18_110_2015-06-12	Notwendig ist, diesen kriminellen Schleppern und Netzwerken, die mit der humanitären Katastrophe, mit dem Leid der Menschen Millionen verdienen, das Handwerk zu legen.	2.2
182	18_110_2015-06-12	Ist das ein Fischerboot, das als solches betrieben wird, oder wird dieses Fischerboot unter Umständen als Schlepperboot für den Menschenhandel missbraucht?	2.2
183	18_110_2015-06-12	Ich glaube, dass Sie nicht nur Hindernisse bei der Bekämpfung der Schlepperkriminalität sehen sollten, sondern dass wir uns gemeinsam dafür einsetzen sollten, dass das, was wir vorsehen, möglich ist, um diese humanitäre Katastrophe zu bekämpfen.	2
184	18_110_2015-06-12	Asylbewerber müssen dort versorgt und registriert werden, wo sie ankommen.	2
185	18_110_2015-06-12	Die Asylbewerber, die erkennbar ohne Schutzgrund sind, müssen sofort wieder zurückgeführt werden.	4.2
186	18_110_2015-06-12	Das heißt, wir müssen den Asylmissbrauch in Bezug auf die Westbalkanstaaten effektiv bekämpfen, um genügend Kapazitäten zu haben, um uns um die wirklich Schutzbedürftigen zu kümmern.	4
187	18_110_2015-06-12	Meine Damen und Herren, es muss europäische Aktivitäten geben, wie wir das Problem der Asylbewerber in Europa in den Griff bekommen.	4
188	18_110_2015-06-12	Sie haben erstens gesagt, dass jede Form von Rettung auch eine Erleichterung des Geschäftes für Schlepper ist.	2.4
189	18_110_2015-06-12	Oder ist es nicht so gewesen, dass, als Europa weniger Menschen gerettet hat, nicht weniger Menschen von Schleppern auf See gesetzt worden sind, sondern einfach mehr ersoffen sind?	2.4
190	18_110_2015-06-12	Ich weise mit Nachdruck die Unterstellung zurück, dass Menschen, die Ihre Position nicht teilen, Schlepperorganisationen für humanitäre Organisationen halten.	x
191	18_110_2015-06-12	Er muss legale Flucht- und Zuwanderungsmöglichkeiten schaffen.	2
192	18_110_2015-06-12	Das ist Bekämpfung und Austrocknung des Schlepperunwesens, und nicht Ihr symbolisches Reden, dass man hart gegen Schlepper sei, aber in Wirklichkeit ihr Geschäft nicht zerstört.	x
193	18_110_2015-06-12	Die Schlepper lassen die Flüchtlinge mit immer untauglicheren Booten auf See.	2.4
194	18_110_2015-06-12	Sie haben mich des Weiteren bewusst falsch interpretiert, indem Sie gesagt haben, ich hätte hier bereits ein Bekenntnis dazu abgegeben, dass es notwendig ist, die Schlepperboote auf libyschem Territorium zu zerstören.	x
195	18_110_2015-06-12	Zum Glück werden bereits heute Schlepperboote von der Marine zerstört, weil sie eine schifffahrtspolizeiliche Gefahr darstellen.	x
196	18_110_2015-06-12	Aber man zerstört sie natürlich vor allen Dingen auch deshalb, weil man dieses Werkzeug der Schlepper vernichten muss, damit sie nicht noch mehr Menschen in Seenot bringen und Geld mit dem Leid der Menschen verdienen.	2.4
197	18_110_2015-06-12	Herr  Staatssekretär Schröder, ich glaube, das Hauptproblem ist, dass Sie immer wieder Schlepper als das Hauptproblem darstellen, wenn es um die Seenotrettung geht.	x
198	18_110_2015-06-12	Es ist zynisch, wenn man hauptsächlich darauf abstellt und nicht selbstkritisch zur Debatte stellt, was denn in Sachen Bekämpfung von Fluchtursachen getan wurde, was denn getan wurde, um tatsächlich – wie eben schon erwähnt – legale, sichere Wege für Flüchtlinge nach Europa zu schaffen.	2
199	18_110_2015-06-12	Sie entziehen den Schleppern eben nicht die Geschäftsgrundlage.	2
