	Term_NDoc_Date	Sentence	Frame
776	18_128_2015-10-02	Denn viele der Krisen, die wir heute als humanitäre Krisen erleben, sind ja, wie es der Bundesaußenminister immer sagt, auch Krisen der Humanität, also der Menschlichkeit, die in Gefahr ist aufgrund von Terrorismus, ideologischem Radikalismus und auch aufgrund der Situation, dass in immer mehr Staaten jede zivile Ordnung auseinanderbricht und dass gerade in den Krisenregionen dem staatlichen Gewaltmonopol überhaupt keine Bedeutung mehr zukommt.	x
777	18_128_2015-10-02	Denken wir an die Diskussionen, die wir derzeit über eine gerechte Behandlung der Flüchtlinge und eine wirklich europäische Flüchtlingsund Asylpolitik führen.	2.2
778	18_128_2015-10-02	Sie teilt Asylsuchende in vermeintlich gute und schlechte Flüchtlinge ein, in potenzielle Fachkräfte und Unqualifizierte und plant weitere Abschreckungsmaßnahmen.	2.2
779	18_128_2015-10-02	Fluchtursachen bekämpfen wir am besten, wenn wir Menschen nicht nur ein Bett, ein Dach und etwas zu essen geben, sondern wenn wir ihnen auch eine Perspektive geben: auf ein sicheres Leben, auf Bildung und auf Arbeit – in ihren Heimatländern, aber auch denjenigen, die bei uns bleiben.	x
780	18_128_2015-10-02	Sie können bei Sprachvermittlung und Integration helfen.	x
781	18_128_2015-10-02	Auch in meinem Wahlkreis Herne-Bochum II haben wir Asylsuchende aufgenommen  Vizepräsidentin Claudia Roth  Deutscher Bundestag – 18.	x
782	18_128_2015-10-02	All das, was im Zuge des Kolonialismus in die Sammlungen der deutschen Völkerkundemuseen gelangte und was als geteiltes Erbe einfach hierbleiben sollte?	x
783	18_128_2015-10-02	Ich will ein drittes Problem nennen: die aus der DDR Geflüchteten, Abgeschobenen und Ausgereisten.	1.2
784	18_128_2015-10-02	Aber die Auswirkungen der notwendigen Maßnahmen haben auch viele Berührungspunkte mit der Familien-, der Integrations- und der Arbeitsmarktpolitik.	x
785	18_128_2015-10-02	Die touristischen Ziele in den Alpen haben die gleichen Probleme wie wir: demografische Entwicklung, Umweltbelastungen, zu viel Zuzug von Neubürgern und zu viel Wegzug von Leuten, die dort aufgewachsen sind und mal gedacht haben, sie könnten sich dort ihre Zukunft aufbauen.	x
786	18_128_2015-10-02	Da will zum Beispiel eine CSU-Landesgruppenchefin Menschen abschieben, bevor sie überhaupt in Deutschland angekommen sind, da will ein Ministerpräsident aus Sachsen-Anhalt Schutzsuchende benutzen, um den Mindestlohn zu untergraben, und da will ein Finanzminister aus Bayern Zäune zur Flüchtlingsabwehr an den deutschen Grenzen errichten.	2.5
787	18_128_2015-10-02	Eine der großen, vielleicht sogar die größte Herausforderung bei der Integration von Flüchtlingen ist der offene und schnelle Zugang zu Bildung und Ausbildung.	x
788	18_128_2015-10-02	Der Zugang zu Bildung ist ja keine kleine Fußnote in einer allgemeinen Flüchtlingsagenda, sondern Bildung – davon sind wir überzeugt – ist der zentrale Dreh- und Angelpunkt jeder gelungenen Asyl- und Integrationspolitik.	x
789	18_128_2015-10-02	Asylsuchende und Geduldete sind hier immer noch stark benachteiligt.	1.1
790	18_128_2015-10-02	Und Integration durch Bildung – da sind wir uns mit den Antragstellern der beiden Anträge, die heute vorliegen, einig –,  (Beifall des Abg.	x
791	18_128_2015-10-02	Wenn es gelingt, Integration so zu vollziehen, wie wir das vorhaben, dann profitieren alle davon, und zwar nicht nur der Arbeitsmarkt, sondern das ganze Land.	3
792	18_128_2015-10-02	Die 130 Millionen Euro für die Integration junger Flüchtlinge legen wir aber sofort auf den Tisch.	x
793	18_128_2015-10-02	Erwerb der deutschen Sprache, Erkennen der Kompetenzen, also was Ausbildungen, was Qualifikationen hier in Deutschland wert sind und was man damit machen kann, und natürlich Integration in Ausbildung oder Beruf.	x
794	18_128_2015-10-02	Dort motiviert man beispielsweise Unternehmer mit Migrationshintergrund, etwa türkische Gemüsehändler, junge Leute auszubilden.	x
795	18_128_2015-10-02	Oktober 201512490  (A) (C)  (B) (D)  und stattdessen, auch im Rahmen der Allianz für Ausund Weiterbildung, Maßnahmen zur Integration von Geflüchteten angekündigt hat.	x
796	18_128_2015-10-02	Ich erwarte von der Bildungsministerin auch mal ein paar klare Worte, wenn hierzulande Flüchtlingskinder von der Polizei mitten aus dem Unterricht geholt werden, weil den Eltern die Abschiebung droht,  (Beifall bei der LINKEN)  oder wenn so unglaubliche Vorschläge gemacht werden wie der, die Schulpflicht für Kinder von Asylbewerbern gleich ganz abzuschaffen.	2.5
797	18_128_2015-10-02	Mal sind es die Asylsuchenden insgesamt, dann versucht man, Menschen über die Konstruktion von sogenannten sicheren Herkunftsstaaten von Arbeit und Bildung auszuschließen.	x
798	18_128_2015-10-02	Öffnung von Integrations- und Sprachkursen,  (Dr.	x
799	18_128_2015-10-02	Die Frage ist also, wie Integration gemeinsam erfolgreich gestaltet werden kann.	x
