	Term_NDoc_Date	Sentence	Frame
610	18_126_2015-09-30	Das zweite Argument ist: Wir müssen die großen Lasten, die mit einer solch großen Zahl von Asylbewerbern verbunden sind, fair zwischen den Bundesländern aufteilen.	4.1
611	18_126_2015-09-30	Das soll nicht mit einem Durchschnitt nivelliert werden, sondern es gibt im Nachhinein eine Spitzabrechnung pro Asylbewerber pro Bundesland.	x
612	18_126_2015-09-30	Wir lesen ja in der Begründung – im Gesetz leider nicht, weil Sie da auf eine Verordnung verweisen –, dass die Integrationsleistungen denen zur Verfügung stehen sollen, deren Antrag auf Asyl voraussichtlich Erfolg haben wird.	x
613	18_126_2015-09-30	Wir haben doch im Augenblick schon genug zu tun, überhaupt das Asylverfahren voranzutreiben.	4.1
614	18_126_2015-09-30	Jetzt muss dann quasi im Vorverfahren des Asylverfahrens geprüft werden, ob das Asylverfahren gute Aussichten auf Erfolg hat, oder wie muss ich mir das praktisch vorstellen?	x
615	18_126_2015-09-30	Jetzt zeigt aber die aktuelle Anzahl von Asylanträgen, dass die Asylanträge dieser Flüchtlinge höchstens 10 Prozent ausmachen.	4.2
616	18_126_2015-09-30	Zweitens kommt hinzu, dass wir noch aus dem ersten Halbjahr sehr viele Verfahren und abgelehnte Asylbewerber, also Entscheide des BAMF, haben, wo es noch keinen Vollzug gibt.	x
617	18_126_2015-09-30	Wir sind uns ja bei allen Differenzen über konkrete  Punkte in diesem Gesetz einig, dass wir schnellere Asylverfahren brauchen, um schneller zu entscheiden, wer bleiben darf und wer am Ende gehen muss.	4.2
618	18_126_2015-09-30	Vorschläge zur Behandlung von Asylanträgen von Menschen aus Staaten mit hoher Anerkennungsquote – man könnte Gruppenverfahren machen – oder eine Finalisierungsregelung zur Lösung von Altfällen, bei denen wir ewig lange Verfahren haben und wissen, dass wir die Leute am Ende des Verfahrens sowieso nicht wegschicken werden.	x
619	18_126_2015-09-30	Wenn sich ein Bundesland entscheidet, diese Karte auszugeben, erfolgen die entsprechenden Leistungen nach dem Asylbewerberleistungsgesetz, und es sind nicht, wie irrtümlich kundgetan wird, normale Leistungen der Versichertenkarte.	1.1
620	18_126_2015-09-30	Nach jetziger Rechtslage ist es so, dass bei Asylbewerbern im Vergleich zu anderen das Niveau der Gesundheitsversorgung geringer ist.	1.1
621	18_126_2015-09-30	Deswegen ist im Gesetz vorgesehen, dafür Vorsorge zu treffen, dass auch bei Nutzung einer solchen optionalen Gesundheitskarte das Leistungsniveau demselben abgesenkten Niveau wie bisher nach dem Asylbewerberleistungsgesetz entspricht.	x
622	18_126_2015-09-30	Standardabweichungen werden geregelt, das Asylbewerberleistungsgesetz und das Asylverfahrensgesetz werden novelliert, und außerdem wird die zukünf Bundesminister Dr. Thomas de Maizière  Deutscher Bundestag – 18.	x
623	18_126_2015-09-30	Ich spreche hier ganz bewusst die Praxis in SchleswigHolstein und Thüringen an, die im Winter letzten Jahres auf Abschiebungen verzichtet haben.	4.2
624	18_126_2015-09-30	So darf etwa die Aussetzung der Abschiebung nicht länger als für drei Monate erfolgen.	4.2
625	18_126_2015-09-30	Am Ende eines Asylverfahrens steht die Entscheidung, ob die entsprechende Person hierbleiben darf oder das Land zu verlassen hat.	4.2
626	18_126_2015-09-30	Vielleicht können Sie noch einmal aufführen, welche konkreten Maßnahmen jetzt anstehen, um die Abschiebungen zu beschleunigen.	4.2
627	18_126_2015-09-30	Was halten Sie von dem Gedanken einiger Länder, zum Beispiel Thüringens, die Verantwortung für die Abschiebung auf die Landkrei se zu delegieren?	4.2
628	18_126_2015-09-30	Die Asylbewerber aus sicheren Herkunftsländern sollen möglichst bis zum Schluss der Verfahren in den Erstaufnahmeeinrichtungen verbleiben, von wo aus sie dann in ihr Land zurückkehren können oder abgeschoben werden.	4.2
629	18_126_2015-09-30	Das Nächste ist, dass keine Abschiebung länger als für drei Monate ausgesetzt werden darf.	4.2
630	18_126_2015-09-30	Man muss auch nicht immer nur abschieben.	4.2
631	18_126_2015-09-30	Flüchtlingen mit Bleibeperspektive, einer Lehrstelle und einer garantierten Übernahme durch den auszubildenden Betrieb noch für mindestens zwei Jahre nach Ende ihrer Ausbildung einen gesicherten Aufenthaltsstatus in Deutschland und Schutz vor Abschiebung zu gewähren?	4.2
632	18_126_2015-09-30	Zum einen sollen die Mittel der Bekämpfung von Fluchtursachen dienen.	4.2
633	18_126_2015-09-30	Thomas de Maizière, bei Spiegel Online vom 21. September 2015, „Asylbewerber: De Maizière entschärft geplante Kürzungen für Flüchtlinge“) -, gerade im Hinblick auf die Studie des Deutschen Instituts für Menschenrechte „Effektiver Schutz vor geschlechtsspezifischer Gewalt - auch in Flüchtlingsunterkünften” von 2015, und welche Maßnahmen wird die Bundesregierung ergreifen, um den spezifischen Bedarf von besonders schutzwürdigen Personen, zum Beispiel abschließbare Hygieneräume, zu berücksichtigen?	2.2
634	18_126_2015-09-30	Das Bundesamt für Migration und Flüchtlinge (BAMF) befragt die Asylbewerber im Rahmen ihrer Antragstellung auch zu den Aspekten Bildung und Ausbildung.	x
635	18_126_2015-09-30	Sie geben aber einen Eindruck vom Bildungshintergrund der Asylsuchenden.	x
636	18_126_2015-09-30	Von den insgesamt circa 105 000 hierzu befragten Asylsuchenden im Alter von über 20 Jahren gaben 13 Prozent an, eine Hochschule besucht zu haben, 17,5 Prozent ein Gymnasium, und 30 Prozent gaben an, eine Mittelschulbildung zu haben.	x
637	18_126_2015-09-30	Mit Blick auf die derzeit größte Gruppe von Antragstellern, die syrischen Asylbewerber, ergibt eine Auswertung der Daten von insgesamt mehr als 28 000 Personen folgendes Bild: Rund 62 Prozent der syrischen Asylbewerber erklärten, aus durchschnittlichen oder sogar guten wirtschaftlichen Verhältnissen zu stammen.	x
638	18_126_2015-09-30	Für eine Integration dieser Gruppe, die gegenwärtig alle einen Flüchtlingsstatus in Deutschland zugesprochen bekommen, ist dies eine gute Voraussetzung.	x
639	18_126_2015-09-30	Günter Krings auf die Frage des Abgeordneten Dieter Janecek (BÜNDNIS 90/DIE GRÜNEN) (Drucksache 18/6136, Frage 43):  Welchen Stellenwert misst die Bundesregierung dem Beitrag der Unternehmen zur gesamtgesellschaftlichen Aufgabe der Integration von Flüchtlingen bei, und sieht die Bundesregierung dieses Potenzial voll ausgeschöpft trotz Festhaltens an der Vorrangprüfung und dem zeitlich befristeten Beschäftigungsverbot für Flüchtlinge in der Leiharbeit?	x
640	18_126_2015-09-30	Die Bundesregierung misst dem Beitrag der Unternehmen zur Integration von Asylbewerbern mit einer Bleibeperspektive und Flüchtlingen einen hohen Stellenwert zu, da die staatlichen Integrationsmaßnahmen durch die sozialen Kontakte bei der Arbeit und im Arbeitsumfeld die Integration erheblich fördern können.	x
641	18_126_2015-09-30	Zudem lockert die Bundesregierung das bisherige Leiharbeitsverbot für Asylbewerber und Geduldete und verknüpft dieses mit der Vorrangprüfung.	x
642	18_126_2015-09-30	Die Änderungen haben zur Folge, dass Asylsuchenden und Geduldeten eine Beschäftigung als Leiharbeitnehmer grundsätzlich offen steht, wenn die Bundesagentur für Arbeit der Beschäftigungsaufnahme ohne Vorrangprüfung zustimmen kann.	3.1
643	18_126_2015-09-30	Die Vorrangprüfung selbst und die Prüfung der Vergleichbarkeit der Beschäftigungsbedingungen tragen den Interessen der inländischen Arbeitsuchenden Rechnung und leisten damit einen Beitrag zur Akzeptanz des grundsätzlichen Arbeitsmarktzugangs für Asylbewerber und Geduldete.	x
644	18_126_2015-09-30	Entscheidungen über Asylverfahren, die seit dem 1.	x
645	18_126_2015-09-30	Bediensteter hat die Bundesregierung in Bezug auf die  genauen rechtlichen Grundlagen des Aufenthalts der nach § 60 a des Aufenthaltsgesetzes (AufenthG) geduldeten Personen (bitte Gesamtzahl nennen und unter Nennung des jeweiligen Absatzes und Satzes des § 60 a AufenthG angeben, wie viele Personen jeweils den dort aufgeführten Duldungsgründen unterfallen), und welche Erkenntnisse oder Einschätzungen fachkundiger Bediensteter hat sie zu Anzahl und Status der nach § 1 Absatz 1 Nummer 5 des Asylbewerberleistungsgesetzes leistungsberechtigten Personen (bitte Gesamtzahl nennen und soweit möglich genauer nach jeweiligem Status auflisten)?	x
646	18_126_2015-09-30	Die letzten verfügbaren statistischen Daten zur Gruppe der Leistungsbezieher nach § 1 Absatz 1 Nummer 5 des Asylbewerberleistungsgesetzes beziehen sich auf den 31.	x
647	18_126_2015-09-30	Damals waren von den insgesamt 362 850 Leistungsbeziehern nach dem Asylbewerberleistungsgesetz 12 950 leistungsberechtigt nach § 1 Absatz 1 Nummer 5 des Asylbewerberleistungsgesetzes.	x
648	18_126_2015-09-30	Der Bundesregierung sind lediglich die Ausführungen im Bericht des EU-Koordinators für die Terrorismusbekämpfung bekannt, dass die EU-Meldestelle für Internetinhalte an drei Forschungsprojekten zur Beobachtung offener Quellen und zum Entdecken von Propaganda teilnehmen will.	x
649	18_127_2015-10-01	Ich bringe heute den Entwurf eines Asylverfahrensbe­ schleunigungsgesetzes für die Bundesregierung ein.	x
