	Term_NDoc_Date	Sentence	Frame
222	18_119_2015-09-08	Wir müssen dort mehr tun, wenn wir wirklich Fluchtursachen bekämpfen wollen.	2
223	18_119_2015-09-08	Der Bund sollte die Leistungen für Asylsuchende vollständig übernehmen, bis der Antrag auf Asyl jeweils rechtskräftig entschieden ist.	x
224	18_119_2015-09-08	Es braucht einen großen Wurf für die menschenwürdige Aufnahme und auch für die Integration, damit wir nicht die Fehler wiederholen, die wir bei den Gastarbeitern gemacht haben.	1.2
225	18_119_2015-09-08	Ein guter Schritt wäre zum Beispiel die Abschaffung des Asylbewerberleistungsgesetzes und die Integration von Flüchtlingen in das soziale Sicherungssystem.	1.1
226	18_119_2015-09-08	In dem Paket stehen verfassungswidriger Bargeldentzug, Asylrechtseinschränkung durch Festlegung sogenannter sicherer Drittstaaten, Verschärfungen für Geduldete, Zwangsaufenthalte in Erstaufnahmeeinrichtungen.	2
227	18_119_2015-09-08	Mit diesem Haushalt sollten auch Mittel bereitgestellt werden, um die Fluchtursachen anzugehen.	x
228	18_119_2015-09-08	Es bedarf doch erst einmal einer Definition dessen, was strukturell getan werden muss, um das Problem der Flüchtlinge und der Asylbewerber in den Griff zu bekommen, und welche finanziellen Mittel in einem ersten Schritt zur Verfügung gestellt werden müssen.	4
229	18_119_2015-09-08	Die Integration der Menschen in unsere Gesellschaft wird uns mehr abverlangen.	4
230	18_119_2015-09-08	Es geht ja nicht nur um fehlende sanitäre Einrichtungen und Sprachkurse.	x
231	18_119_2015-09-08	Wer in Zukunft Fachkräfte braucht, der muss sich jetzt um Integrationsprogramme kümmern.	3
232	18_119_2015-09-08	Ich könnte hier für jeden Minister eine sinnvolle Aufgabe im Rahmen eines solchen Integrationskonjunkturprogramms nennen.	x
233	18_119_2015-09-08	Wenn wir uns den Bereich Flüchtlinge angucken, dann ist es so, dass wir nicht nur im Wohnungsbau etwas tun müssen, sondern insbesondere für die Integration arbeiten müssen.	x
234	18_119_2015-09-08	Da ist es mir jedenfalls sehr wichtig, dass man viel Geld in Sprachkurse investiert.	x
235	18_119_2015-09-08	Ich glaube, dass hierfür die Beseitigung der strukturellen Unterfinanzierung bei den C1-Sprachkursen, die seit längerem vorhanden ist und die wir auch durch den Nachtragshaushalt nicht ganz haben beheben können, wichtig ist.	x
236	18_119_2015-09-08	Deswegen war es gut, dass wir im Nachtragshaushalt Geld für C1-Sprachkurse zur Verfügung gestellt haben.	x
237	18_119_2015-09-08	Meine sehr verehrten Damen und Herren, natürlich werden diese Haushaltsdebatte und die anstehende Haushaltsberatung in besonderer Weise vor dem Hintergrund der Bewältigung der Flüchtlingszahlen und der Asylproblematik stattfinden.	x
238	18_119_2015-09-08	Die Debatte hat heute nachvollziehbar sehr unter dem Eindruck der wachsenden Asylbewerberzahlen gestanden.	x
239	18_119_2015-09-08	Das erlaubt es uns, mit der derzeit schwierigen Situation einer wachsenden Zahl von Zuwanderern umzugehen.	4.1
240	18_119_2015-09-08	Wer weiß, was ein unbetreuter minderjähriger Asylbewerber an Kosten verursacht, der dankt vielleicht endlich einmal den Familien für die Leistungen, die sie bei ihren Kindern erbringen: dass sie sie pünktlich in die Schule schicken, sie kleiden und ihnen eine Leistungsbereitschaft mit auf den Weg geben.	3
241	18_119_2015-09-08	Wir stehen den Kommunen auch bei den Kosten der Versorgung der Asylbewerber zur Seite.	x
242	18_119_2015-09-08	Für die Flüchtlinge, die kommen, geht es um viel, etwa um Sprachkurse oder Maßnahmen zur Aufnahme einer Arbeit.	3
243	18_119_2015-09-08	Im Bundeshaushalt 2016 wurden die Mittel des Bundesinnenministeriums für Integrationskurse um 40 Millionen Euro auf 309 Millionen Euro erhöht.	x
244	18_119_2015-09-08	Im vergangenen Jahr haben rund 700 000 Menschen einen Integrationskurs erfolgreich abgeschlossen.	x
245	18_119_2015-09-08	Die Bundesregierung plant, Integrationskurse auch für geduldete Asylbewerber mit guter Bleibeperspektive zu öffnen.	x
246	18_119_2015-09-08	In den rund 600 Stunden umfassenden Sprachkursen lernen die Teilnehmer Deutsch, aber auch wichtige Themen des alltäglichen Lebens, wie zum Beispiel „Arbeit und Beruf“ oder „Ausbildung und Erziehung“.	2.3
247	18_119_2015-09-08	In diesem Zusammenhang möchte ich einer Forderung nach der Aussetzung der Schulpflicht für Kinder von Asylbewerbern, die vor einigen Tagen zu hören war, eine klare Absage erteilen.	2.3
248	18_119_2015-09-08	Wir dürfen die Jüngsten – und das ist fast ein Drittel derer, die um Asyl bitten – nicht im Stich lassen, sondern müssen ihnen ein Fundament der Bildung und Berufsperspektive geben.	2
249	18_119_2015-09-08	Deshalb ist es richtig, dass das Bundeskabinett unter Leitung von Angela Merkel vor kurzem beschlossen hat, dass die Bundesagentur für Arbeit nicht länger zustimmen muss, wenn es um Praktika zur Berufsorientierung für Geduldete und Asylbewerber geht.	3
