	Term_NDoc_Date	Sentence	Frame
15	18_100_2015-04-23	Hier geborene Kinder, deren Eltern erst nach der Geburt eine Aufenthaltserlaubnis erhalten, sollen die Staatsangehörigkeit mit der Erteilung des Aufenthaltstitels der Eltern bekommen.	1.1
16	18_100_2015-04-23	Wenn wir wollen, dass Menschen sich von Anfang an hier dazugehörig fühlen, dass Kinder von Ausländern kein Thema der Integration sind, sondern der gemeinsamen Gesellschaft, des Zusammenlebens, dann ist diese Reform längst überfällig.	1.5
17	18_100_2015-04-23	Die Forderung nach einer „Willkommenskultur“ ist zwar schnell aufgestellt und sicherlich auch gut gemeint.	x
18	18_100_2015-04-23	Minister de Maizière ist der Minister „No Willkommenskultur“.	x
19	18_100_2015-04-23	Kein Ius soli, kein kommunales Wahlrecht, und beim Einwanderungskonzept – das hat er in seiner Rede deutlich gemacht – weiß der Minister vor allen Dingen, was er nicht will.	x
20	18_100_2015-04-23	Dass das kein akutes Problem ist, liegt an der Einwanderung von Menschen aus den südeuropäischen Ländern infolge der Euro-Krise und an den Flüchtlingen, die wir gegenwärtig aufnehmen.	3
21	18_100_2015-04-23	Deshalb wäre es an der Zeit, die Weichen für eine moderne Einwanderungspolitik zu stellen.	x
22	18_100_2015-04-23	Es hat ja auch ein paar Jahrzehnte gebraucht, bis Sie kapiert haben, dass die Gastarbeiter Einwanderer sind und Deutschland ein Einwanderungsland ist.	3
23	18_100_2015-04-23	Aber lassen Sie uns die Zeit in dieser Debatte dafür nutzen, wenigstens die Signale auf Willkommenskultur zu stellen.	x
24	18_100_2015-04-23	Den Bundesinnenminister als denjenigen zu bezeichnen, der der Integration im Wege stand, heißt wirklich, das, was die Union in den letzten Jahren mit dieser Regierung getan hat, vollkommen zu verleugnen.	x
25	18_100_2015-04-23	Die entscheidende Frage ist, was in der Integrationspolitik zum Thema Anerkennungsgesetz und Ähnliches passiert ist.	x
26	18_100_2015-04-23	Wenn Sie den Grünen und allen anderen, die für ein republikanisches Staatsangehörigkeitsmodell in Deutschland streiten und sich dafür einsetzen, vorwerfen, nur auf Wählerinnen- und Wählerstimmen abzuzielen, dann möchte ich Sie darauf hinweisen, dass der Vizevorsitzende der Bundes-CDU, Laschet,  (Michael Frieser [CDU/CSU]: Stellvertretender Vorsitzender!)  im Rahmen des Wahlkampfes dem Verein Milli Görüs in Bremen einen Besuch abgestattet hat, einem islamistischen Verband, der kein Problem mit Dschihadisten hat, und dort um Wählerinnen- und Wählerstimmen geworben hat.	1.4
27	18_100_2015-04-23	Hier müssen wir die Hürden absenken, wie das mein Kollege Beck sagte, gerade wenn wir an einer wirklichen Integrationspolitik interessiert sind, meine Damen und Herren.	x
28	18_100_2015-04-23	Ausländer, Migranten, Mitbürger mit Migrationshintergrund, von einem oder zwei ausländischen Elternteilen, aus der soundsovielten Generation, Deutsche mit Zuwanderungsgeschichte.	x
29	18_100_2015-04-23	Erst langsam gewöhnen wir uns daran, ein Einwanderungsland zu sein.	x
30	18_100_2015-04-23	Sie sollte nicht einfach nur ein Vorschuss sein, auf dass die künftige Integration der Staatsbürger gelingen möge.	x
31	18_100_2015-04-23	Die Verleihung der Staatsbürgerschaft sollte vielmehr das vorläufige Ende des Integrationsprozesses darstellen.	1
32	18_100_2015-04-23	Wie viele Streitfälle haben wir denn jetzt schon im Asylrecht?	x
33	18_100_2015-04-23	Der Begriff „rechtmäßig“ gilt nur für denjenigen, der eine einjährige Aufenthaltserlaubnis hat, und nicht für Touristen.	4
34	18_100_2015-04-23	Zur Willkommenskultur gehört aber auch, dass sich die Wirtschaft auf sich verändernde Familienmodelle besser einstellt.	3
35	18_100_2015-04-23	Das Land ist kein Rückzugsort mehr für den international tätigen Terrorismus.	4
36	18_100_2015-04-23	Asyl gewähren.	x
37	18_100_2015-04-23	Deshalb müssen wir auch so ehrlich sein und da, wo es möglich ist, Möglichkeiten der legalen Einwanderung schaffen.	2
38	18_100_2015-04-23	Genau das, liebe Kolleginnen und Kollegen, ist für viele Syrerinnen und Syrer der Anlass, mit viel Geld auf dem Schwarzmarkt Termine zu ergattern oder Schlepper zu bezahlen, damit sie sie über das Mittelmeer fahren.	2.4
39	18_100_2015-04-23	Davon sind fast 70 000 nach Beginn des Konfliktes als Asylbewerber zu uns gekommen.	x
40	18_100_2015-04-23	Seit Juni 2014 wurde kein Asylantrag mit dem Herkunftsland Irak negativ entschieden.	x
41	18_100_2015-04-23	Ein Drittel davon hat inzwischen Asyl bei uns beantragt.	x
42	18_100_2015-04-23	Flankiert wird diese Änderung im Strafgesetzbuch durch ein weiteres Gesetzgebungsverfahren, in dem wir das Passgesetz ändern und Gefährdern – also Personen, die unter Terrorismusverdacht stehen – den Personalausweis entziehen und sie am Verlassen des Landes hindern.	4
43	18_100_2015-04-23	Gleichzeitig wird die Bestrafung der sogenannten Terrorismusfinanzierung neu geregelt.	x
44	18_100_2015-04-23	Die Absicht der Terrorismusfinanzierung nachzuweisen, wird mindestens genauso schwer sein, wie das Wissen um die Terrorismusfinanzierung nachzuweisen.	x
45	18_100_2015-04-23	Wenn wir auf dem mit dem Terrorismusstrafrecht 1976 begonnenen Weg einer Entwicklung weg von Tatstrafrecht und Schuldprinzip hin zu einer Verpolizeilichung des Strafrechts nicht endlich umkehren, sondern ihn immer weiter beschreiten, dann haben am Ende all jene Terroristinnen und Terroristen gewonnen, die sich gegen eine freiheitlich-demokratische Grundordnung wenden.	x
46	18_100_2015-04-23	Terrorismus kennt keine nationalen Grenzen, und seine internationalen Netzwerke funktionieren offensichtlich reibungslos.	x
47	18_100_2015-04-23	Das bedeutet aber gleichzeitig auch, dass die Bekämpfung des Terrorismus keine Aufgabe einzelner Nationalstaaten mehr sein kann.	x
48	18_100_2015-04-23	Während sich bei der Strafbarkeit der Ausreise mit der Absicht, terroristische Straftaten zu begehen, die Neuregelung in die Systematik des § 89 a Strafgesetzbuch einfügt, sodass die tätige Reue zu einer Strafmilderung oder zu einem Absehen von Strafe führen kann, war dies im Zusammenhang mit der Terrorismusfinanzierung nicht vorgesehen.	x
49	18_100_2015-04-23	Nunmehr wird mit dem neuen § 89 c Absatz 7 auch für die Strafbarkeit der Terrorismusfinanzierung die tätige Reue als Möglichkeit der Strafmilderung oder des Absehens von Strafe eingeführt.	x
