	Term_NDoc_Date	Sentence	Frame
68	18_100_2015-04-23	Der Schalterbeamte bei der Post, der neue Vermieter, der Bankangestellte und wo man sich sonst noch ausweisen muss, alle erfahren, dass der Inhaber des Ausweises vom Staat als mutmaßlicher Djihadist angesehen wird.	
69	18_100_2015-04-23	Das bedeutet: Alle Maßnahmen im Kampf gegen den Terrorismus müssen geeignet, hinreichend bestimmt und verhältnismäßig sein.	
70	18_100_2015-04-23	So bleibt es dabei: Mögliche Dschihadisten werden auf dem Postweg zum Austausch ihrer Dokumente aufgefordert.	
71	18_100_2015-04-23	Wenn wir über Flüchtlinge reden, dann müssen wir vor allem auch über Fluchtursachen reden.	
72	18_103_2015-05-07	Berlin, Donnerstag, den 7. Mai 2015  Präsident Dr. Norbert Lammert  (A) (C)  (D)(B) zur Seenotrettung von Flüchtlingen im Mittelmeer und zu einer geforderten Umkehr in der Asylpolitik – werden abgesetzt.	
73	18_103_2015-05-07	Wir haben eine Reihe von Gebieten in Deutschland ausgewiesen, wo die Anwendung dieser Technologie ausgeschlossen wird, wir haben Umweltverträglichkeitsprüfungen in vielen Bereichen vorgesehen, die es heute noch nicht gibt.	
74	18_103_2015-05-07	Die mutige politische Saat von Ben-Gurion und später Konrad Adenauer – sie ist aufgeblüht, und sie trägt Früchte, auch über unsere eigenen Grenzen hinaus, wenn wir uns zum Beispiel in den internationalen Foren gemeinsam gegen Antisemitismus und Rassismus einsetzen.	
75	18_103_2015-05-07	Das heißt eben, dass wir hier bei uns zu Hause aufstehen müssen gegen jegliche Form von Antisemitismus, Rassismus und Fremdenhass.	
76	18_103_2015-05-07	Für viele osteuropäische Jüdinnen und Juden war gerade Deutschland ein Einwanderungsland.	
77	18_103_2015-05-07	Es ist beispielsweise überliefert, dass ein für die Kriegführung in Griechenland benötigtes deutsches Schiff stattdessen für die Deportation von 200 Jüdinnen und Juden nach Auschwitz genutzt wurde.	
78	18_103_2015-05-07	Das gilt ebenso für jede Form des Rassismus.	
79	18_103_2015-05-07	Israel war ständig in Sorge, ständig im Abwehrkampf, ständig von Terrorismus überzogen.	
80	18_103_2015-05-07	Für uns muss gelten: Antisemitismus, Rassismus, Abgrenzung, Ausgrenzung, Diskriminierung – all das darf in Deutschland, darf in Europa, darf in der Welt keinen Platz haben.	
81	18_103_2015-05-07	Es waren Deutsche, die im südpolnischen Ort Oswiecim das größte Grauen der Menschheitsgeschichte angerichtet haben, indem sie die Juden Europas dorthin deportiert haben, misshandelt, gequält und ermordet haben.	
82	18_103_2015-05-07	Israels sehr ernst und glaube, der Iran ist nach wie vor ein großer Unruheherd, eine Gefahr, ein Sponsor des internationalen Terrorismus.	
83	18_103_2015-05-07	Wir brauchen einen grundlegenden Paradigmenwechsel in der Asylpolitik: weg von der ge Deutscher Bundestag – 18. Wahlperiode – 103. Sitzung.	
84	18_103_2015-05-07	Die Mehrheit der Asylsuchenden – das zeigen auch die Zahlen – erhält gegenwärtig einen Schutzstatus in Deutschland.	
85	18_103_2015-05-07	Deswegen muss das Leitbild bei ihrer Aufnahme eine schnelle Integration sein.	
86	18_103_2015-05-07	Die Zeit ihres Asylverfahrens sollte nicht ungenutzt bleiben.	
87	18_103_2015-05-07	Selbst der Bundesinnenminister fordert inzwischen, noch nicht anerkannte Flüchtlinge zu Integrationskursen zuzulassen – allerdings nur, wenn sie gute Chancen auf Asyl haben.	
88	18_103_2015-05-07	Das ist zwar ein richtiger Schritt in die richtige Richtung, doch nach unserer Auffassung sollten alle Asylsuchenden Zugang zu Sprachkursen erhalten.	
89	18_103_2015-05-07	Statt der Anwendung des Asylbewerberleistungsgesetzes fordern wir ihre Einbeziehung in das allgemeine System der sozialen Sicherung, vor allen Dingen auch der Gesundheitsversorgung.	
90	18_103_2015-05-07	Asylsuchende sind keine Kriminellen.	
91	18_103_2015-05-07	Die Kommunen sind überfordert und bringen Asylbewerberinnen und Asylbewerber in menschenunwürdigen Unterkünften unter.	
92	18_103_2015-05-07	Die Linke tritt für ein Flüchtlingsaufnahmegesetz ein, um eine dauerhafte Übernahme der Kosten für Aufnahme und Unterbringung der Asylbewerber während ihres Verfahrens durch den Bund zu regeln.	
93	18_103_2015-05-07	Durch finanzielle Entlastungen könnten Länder und Kommunen ihren eigentlichen Kompetenzen nachkommen, wie beispielsweise Integration, Einbindung in die städtische Infrastruktur, rechtliche und soziale Betreuung sowie Bildung und Arbeit.	
94	18_103_2015-05-07	Wir sagen daher: Lasst uns in die Integration investieren, nicht in Abschreckungspolitik!	
95	18_103_2015-05-07	Berlin, Donnerstag, den 7. Mai 2015  Ulla Jelpke  (A) (C)  (D)(B) das Asyl bestätigt wird.	
96	18_103_2015-05-07	Zunächst sind wir uns, liebe Ulla Jelpke, offensichtlich in einem Punkt einig: dass nämlich die vielen ehrenamtlichen Helfer, die unser Asylsystem mittragen, deutlich machen, wie groß das Verantwortungsbewusstsein für Flüchtlinge in ganz Deutschland ist.	
97	18_103_2015-05-07	Gleichzeitig spricht sich aber eine klare Mehrheit für strenge Asylregeln aus.	
98	18_103_2015-05-07	Es ist daher sehr wohl gerechtfertigt, zwischen unterschiedlichen Asylbewerbern zu unterscheiden.	
99	18_103_2015-05-07	Wenn die Bedingungen für Flüchtlinge in Deutschland so schlecht wären, wenn wir keine Willkommenskultur hätten, dann würde wohl nicht jeder dritte Asylantrag in Europa in Deutschland gestellt werden.	
